text,keyword,label
 I read them a couple of weeks ago  They work really well with the movie.,y well,positive
didnt cry at the end but was very sad to see the last episode of ER. man that was a good series.,didnt cry at the end but was very sad to see the last episode of ER. man that was a good series.,neutral
 oooh sounds yummy.  If you get a chance to take some pics  please add them to the website as we don`t have many pies on there,yummy.,positive
"http://twitpic.com/4iw0x      Thx all - it`s a 3k capacity, bought second hand","Thx all - it`s a 3k capacity, bought second",neutral
 CongratulationS. Great funky site! U did it waaw,CongratulationS.,positive
"While  on vacation,  having golden times spamming Google by 5.350 redirects. http://bit.ly/18kwzh",g golden times,positive
 Make sure you come back and comment again!,Make sure you come back and comment again!,neutral
 No twitpic?  lol,No twitpic?  lol,neutral
 No you are not having my favorite drink without me  lol,No you are not having my favorite drink without me  lol,neutral
Planning a road trip down to San Diego- With a detour into Vegas to celebrate my birthday! Too bad it`s 7 wks away  I want to go now!,Planning a road trip down to San Diego- With a detour into Vegas to celebrate my birthday! Too bad it`s 7 wks away  I want to go now!,neutral
Is off to meet my folks after a while...gonna b a working weekend too,Is off to meet my folks after a while...gonna b a working weekend too,neutral
UP is out today!!! Why why why why does my head hurt so badly??!?!??!!?   I want to see it!!!,hurt so badly??,negative
Sorta needs to somehow forget that its E3 in LA practically during my ethics exam and self-imposed revision time.,Sorta needs to somehow forget that its E3 in LA practically during my ethics exam and self-imposed revision time.,neutral
 yeah I guess so  it makes me very sad though becase the disc is scratched!,yeah I guess so  it makes me very sad though becase the disc is scratched!,negative
Where`s my bus? I want to go home!,Where`s my bus? I want to go home!,neutral
" that would be lovely, alas the cubs would not be gracious enough to stop wrecking the house while we were soaking our bones","that would be lovely, alas the cubs would not be gracious enough to stop wrecking the house while we were soaking our bones",negative
" I`m feeling much less alone now in my love for Fitzcarraldo, most people I mention it to have no idea what I am talking about.",alone,negative
happy mother`s daaaaaaaaay,happy,positive
Got back and putting in the laundry. We got in there last  o well as long as its clean. #DSAA09,Got back and putting in the laundry. We got in there last  o well as long as its clean. #DSAA09,neutral
Traffic is down to a crawl on I-94 right now.,Traffic is down to a crawl,negative
" I was saying the same thing yesterday! So I droped 120 tweets! No the smarted thing bussiness wise, but can find real people!","I was saying the same thing yesterday! So I droped 120 tweets! No the smarted thing bussiness wise, but can find real people!",neutral
I`ll try to put together a list for a portfolio to put together along with a little bio on myself in my free time (school is stating),I`ll try to put together a list for a portfolio to put together along with a little bio on myself in my free time (school is stating),neutral
" no not proper, my dog barks too much & jumps up & its all my fault for not being strict enough","no not proper, my dog barks too much & jumps up & its all my fault for not being strict enough",negative
i need people to talk to me please im very bored  x  follow me!,bored,negative
http://twitpic.com/67hw5 - Session almost over,Session almost over,neutral
__Cullen_ lol  emmett wont do a dance off again,__Cullen_ lol  emmett wont do a dance off again,neutral
"Finally made it through Dead Space, that only took half a year","Finally made it through Dead Space, that only took half a year",neutral
" Im feeling sad, not likeing my new haircut","sad,",negative
" Hahah, thanks for the Tradewinds Odyssey bump.",thanks,positive
 I`ll have to add your shop to my favorites! I love your needle wraps. Right now my needles are all in a mess in a basket,love,positive
 Why aren`t you at blue martini with me??,Why aren`t you at blue martini with me??,neutral
hearing the birds chirp makes me think its nice outside...well its not  rain rain go away!!!,nice outside..,positive
Trying to stay awake  Anyone have any tips how to keep yourself awake ?,Trying to stay awake  Anyone have any tips how to keep yourself awake ?,neutral
yeah .... just bought tickets for Pearl Jam in August,yeah .... just bought tickets for Pearl Jam in August,neutral
Can`t sleep. **** morning will come to soon. Have to rest! It will be a new day. A perfect day to start new changes,Can`t sleep. **** morning will come to soon. Have to rest! It will be a new day. A perfect day to start new changes,neutral
Watchin` JONAS,Watchin` JONAS,neutral
i feel super sick,sick,negative
_x all three are in the first 2 weeks of june for me,_x all three are in the first 2 weeks of june for me,neutral
" i gotta say, i`m a little jealous",i`m a little jealous,negative
" Yea, D means direct, so only u and whoever u send it to can see it  But u can only direct msg someone who`s following u..","Yea, D means direct, so only u and whoever u send it to can see it  But u can only direct msg someone who`s following u..",neutral
 I was just thinking that,I was just thinking that,neutral
  Who was it that said Vive le difference to me only the other day? ;-),Who was it that said Vive le difference to me only the other day? ;-),neutral
Surgery when I wake up,Surgery when I wake up,neutral
"Oh yeah, MY LAPTOP IS FIXED. Shame my internet is still **** and slow.","Oh yeah, MY LAPTOP IS FIXED. Shame my internet is still **** and slow.",neutral
 thank you dearie -- I just followed dome of them on there too!,thank,positive
Today was fun  I <3 meeting boardies! The acoustic set was just soo phenomenal!,fun,positive
doesn`t kno wat to do now ER is over  saddo,saddo,negative
  i hope you hoes are having so much fun...not TOO much without me though lol,h fun,positive
 I`m sorry darling... I`m all over the place tonight.. I didn`t mean to neglect you..,I`m sorry,negative
"Apple is also rotten in the center, just my luck",Apple is also rotten in,negative
i want so bad to go to the mcfly`s concert  anybody up to go with me?,i want so,positive
" I jus spoke 2 my lawyer, if I blow trial =3to7","I jus spoke 2 my lawyer, if I blow trial =3to7",neutral
needed my semi-**** best friend to go shoe shopping with me tonight. Alas he is nowhere to be found.,needed my semi-**** best friend to go shoe shopping with me tonight. Alas he is nowhere to be found.,neutral
 cheese and onion crisps are the best  alice or rosalie cullen ?,cheese and onion crisps are the best  alice or rosalie cullen,neutral
 i forgot the yardsale event! ooh how pity i am,forgot,negative
_au my pleasure... hey it was played at my going away from nz party back in 87 lots   so it is burned into my brain,my pleasure..,positive
 I appreciate your kind words. I am glad that the words resonate with you,glad,positive
"BARA, ****, CLOSETS, ADVENTURE. AGGGHHHH ENOUGH! Muak mcm baby Gary ku sudah","BARA, ****, CLOSETS, ADVENTURE. AGGGHHHH ENOUGH! Muak mcm baby Gary ku sudah",neutral
 ngobrolin favorite bands at the moment cii... kesian ya kamu speakernya rusak HAHAHA  benerin dong ci.,favorite,positive
_miss my best friend won tickets to see them from kiis fm!,_miss my best friend won tickets to see them from kiis fm!,neutral
sitting in awe that the price to renew my laptops warranty has doubled in a matter of weeks,sitting in awe,negative
still awake..doing my assignments and playing virtual farming,still awake..doing my assignments and playing virtual farming,neutral
Off from work now!,Off from work now!,neutral
is so hungover. what a crazy night. i`m also in the bad books with mother!!,i`m also in the bad books,negative
I need to go to sleep before 4am tonight...  ... So exhausted.,So exhausted.,negative
 I guess you`re responding to me about DC. If that`s the case...,I guess you`re responding to me about DC. If that`s the case...,neutral
 Rocket surgery hey? HAHA I thought it was rocket SCIENCE? Oh.. is that all.. I knew that I swear. Thank you,Thank,positive
ive got a headache now,headache,negative
 you really chose the wrong time of year to do this didnt you,chose the wrong time of year,negative
_HotSawce owwwwww! gooood morning,gooood,positive
 just wanted to say hello,just wanted to say hello,neutral
 I wana be there num 1 fan  sharsies??!!!,I wana be there num 1 fan  sharsies??!!!,neutral
" yeah, still waitin`","yeah, still waitin`",neutral
  You cna get em for about ï¿½17 but I`ve got one for ï¿½27 which is Asus same as lappie,You cna get em for about ï¿½17 but I`ve got one for ï¿½27 which is Asus same as lappie,neutral
THANKS GUYS! 200 FOLLOWERS,THANKS,positive
i am so bored.,bored.,negative
" thanks for following, it means a lot to me  i love hey monday!",thanks,positive
love the sweet g`nights every night,love,positive
is bored hehehe  i hate IPT,hate,negative
 you stopped followin me?,you stopped followin me?,neutral
Mo williamssssss,Mo williamssssss,neutral
 i havent got poked much,poked,negative
im joining twitter  lol,lol,positive
 Thank you very much Rex for FF,Thank you very much Rex for FF,positive
THE SUN IS SHINING< THE SKY IS FACKING BLUE< TELETUBBIES? I HAVE TO **** WORK.,I HAVE TO **** WORK.,negative
 um Mr. Deadly Sir . Can You Please Follow Me On twitter .,um Mr. Deadly Sir . Can You Please Follow Me On twitter .,neutral
"Watched Adaptation, Interiors, and The Women (1939). All in all, good movie night. Breakfast with dad and kelley in the morning",good movie night.,positive
 LOLL im a college girl...bahahah i love these blogs they`re so funny!,i love these blogs they`re so funny!,positive
good topics. and ciggarettes.,good topics.,positive
" i chewed up a Starbucks and a Subway gift card at Christmas time, I got in big trouble. I not allowed near purse.",I got in big trouble.,negative
"Happy Mother`s Day to all the Ladies... With all the moments we cherish with our children, today let those moments cherish you in return.",Happy,positive
Done with HW...gonna read a bit then pass out. Got a cool week to look forward too in between all the mayhem,Done with HW...gonna read a bit then pass out. Got a cool week to look forward too in between all the mayhem,neutral
 aw poor u   DON`T let her get 2 u just ignore her n keep ur head held high she iz just immature lil girl lol,st ignor,negative
" Yup, 1987 lol. SWEET YEAR  haha",lol. SWEET YEAR  haha,positive
listening to the new demo! This song is going to be fantastic once its done!,fantastic,positive
_marie1 hey beautiful whats up?,hey beautiful,positive
is having a lazy sunday,is having a lazy sunday,neutral
i really miss my satan kitty,i really miss my satan kitty,negative
 my gut feel says its gonna be a boy ababa,my gut feel says its gonna be a boy ababa,neutral
" yup, studying. At least I`m trying to. Trying to let the stuff I read enter my brain permanently.","yup, studying. At least I`m trying to. Trying to let the stuff I read enter my brain permanently.",neutral
Goodnight world and all who inhabit it!,Goodnight,positive
still aint get my vanilla frosty yet.,still aint get,negative
knows its all going to sort itself out,knows its all going to sort itself out,positive
lost my keys at the mall... took me 45 mins to find them,lost my keys at the mall... took me 45 mins to find them,negative
Having rice crispies this morning  Brings back some good memories!,Having rice crispies this morning  Brings back some good memories!,positive
Google Chrome forgot what everything looks like for some reason,forgot,negative
"Immediately regretting my decision to come into the office today, miss my bed",miss my bed,negative
Finally watched the last couple episodes of The Office on NBC ( #theofficenbc ) - I now understand why Gervais stopped after 2 seasons,Finally watched the last couple episodes of The Office on NBC ( #theofficenbc ) - I now understand why Gervais stopped after 2 seasons,neutral
"I had a horrible dream  it had to do with a scary face, now im awake for the rest of the night. God dammit :\",had a horrible dream,negative
" Yes, Cathy.  (Ordinarily, I don`t have much of a problem with naked girls chasing me, however!  )","y, I don`t have much of a problem",positive
Going out. A barbeque maybe?,Going out. A barbeque maybe?,neutral
You fooled me!,You fooled me!,neutral
" Lucky you  I face south so I can hear them, and see them reflected off Phillips Point",Lucky you,positive
"can`t find my trusty hair tie  My hair will spill all over the place when I run!Mom`s bands doesn`t work for me,normal ones hurt.(((",hurt.,negative
Ppl dont miss out on me on this Follow Superstar Sunday,Ppl dont miss out on me on this Follow Superstar Sunday,neutral
"_juneau I did, until my parents got all f`d up and I started comfort-eating",until my parents got all f`d up an,negative
"3 days left of school!  For Bryce and Tyler, that`s 3 more days of elementary",elementary,positive
 So sad. Your mom must be very shaken up. Peace and strength to her and the dear family that lost their little girl,So sad.,negative
 Maaan if I was in pain I`d come. I wanna come  eat some 4 me lol *rolls eyes*,was in pain,negative
Sitting outside in the cold by the ocean with a glass of wine.,Sitting outside in the cold by the ocean with a glass of wine.,positive
_smith1 wats i got luck for u guys to beat la!! lol i would like to see this best wishes to the denver nuggets but my cavs are done,i got luck for u guys to beat la!!,positive
 come back to Perth     I missed the show here!,I mis,negative
Stupid sun i  actually have to work now,Stupid sun,negative
 Red? wtf happened to dark blue + black stripes?,wtf,negative
Happy Mother`s Day to every single mom out there. I love my mommy,Happy Mother`s Day to every single mom out there. I love my mommy,positive
I`m so depressed right now. IDK...,depressed,negative
just realized i have 30 followers HEY GUYS,just realized i have 30 followers HEY GUYS,neutral
"Not to worry, noone got that one. Next question starts in 1 minute, get your thinking caps on","Not to worry,",positive
twitter is trippin right now with my pic,twitter is trippin right now with my pic,neutral
"I promise to post new mini magical village today, the weather is perfect for it   See preview here: http://pengpengsplace.blogspot.com",the weather is perfect for it,positive
Home with Maddie  I`m tired.. Goin` to bed afterwards,I`m tired..,negative
" I created a monster! bwahaha! oh, and I got your baby home safe and sound.","I created a monster! bwahaha! oh, and I got your baby home safe and sound.",positive
i am going to be disgraced with myself for life if i don`t make it in next year. being a perfectionist sucks. good luckkkk,i am going to be disgraced with myself for life if i don`t make it in next year. being a perfectionist sucks. good luckkkk,negative
goin to work,goin to work,neutral
_Logos nope my computer right now is in need of a power supply so im useing an old office machine,_Logos nope my computer right now is in need of a power supply so im useing an old office machine,neutral
 It`s going to be a fun night and I`m helping host it!!!,going to be a fun night,positive
"Going to REtake my Softball photo because Patrick`s Studio is a piece of ****. Back here for chores. Some Friday, huh?",is a piece of ****.,negative
I have two hours to wait for my tire to get repaired.,I have two hours to wait for my tire to get repaired.,neutral
 thats real geek talk! haha...I feel you!,s real geek talk!,positive
 aww that is sad,aww that is sad,negative
It`s hard to tell But I think I`m right   I hope.,It`s hard to tell But I think I`m right   I hope.,neutral
wanted to go to the club...dancing;)..but now iï¿½m tired anyways i have to go to work tomorrow!,tired,negative
_anke What`s wrong with the ski slopes of MK? They`ve got coffee shops as well y`know!,What`s wrong with the ski slopes of MK? They`ve got coffee shops as well y`know!,neutral
" i love the cheesey ones, and the cool orignal ones  , , , skips i have when my brother has them got to try them u c haha","i love the cheesey ones, and the cool orignal ones",positive
In the arts having coffee and cake,In the arts having coffee and cake,neutral
 thanks for teaching me how to play a part of that song,thanks,positive
Btw that song is you`ll always find ur way back home by hannah montana,Btw that song is you`ll always find ur way back home by hannah montana,neutral
I can safely say I won`t be a euro winner this week!!,can safely say I won`t be a euro winner this week!!,neutral
but I keep updating.,but I keep updating.,neutral
 i was right about the wave off,i was right about the wave off,neutral
i just realized today was my last day to see my best friend tanner im goin to miss him so much,i just realized today was my last day to see my best friend tanner im goin to miss him so much,neutral
The Veronicas are gonna rock the stage tomorrow  HAPPY MOTHER`S DAY EVERYONE!,HAPPY,positive
I`m hurtling headlong into a day of spanish and art. but my view is: after tomorrow it`s just REVISION and extra frees,hurtling,negative
" no, stay and play!!!","no, stay and play!!!",neutral
- im hungry...but there`s no food at mah house.,there`s no food,negative
Nothing to do. Just sitting here. I can see Mrs. P and her husband,Nothing to do. Just sitting here. I can see Mrs. P and her husband,neutral
karma is a **** ! i just got hung up on  lol i`m still a big dawg though,karma is a **** ! i just got hung up on  lol i`m still a big dawg though,neutral
Greenville Drive games just aren`t the same without the 'Baseball Guy' clown.,Greenville Drive games just aren`t the same without the 'Baseball Guy' clown.,negative
 in that case.. that`s a stupid move  I thought they were being B-A,stupid,negative
Why are we busy ugh I have the largest headache,headache,negative
 I absolutely LOVE you.  Thanks,I absolutely LOVE you.  Thanks,positive
At ihop with the besties..minus one  where`s the dr.???? At work of course,At ihop with the besties..minus one  where`s the dr.???? At work of course,neutral
" You, the other crew and COB tried your hardest to put on great shows and fans all appreciate it. Tell Alexi get well soon  MH.","You, the other crew and COB tried your hardest to put on great shows and fans all appreciate it. Tell Alexi get well soon  MH.",neutral
HAHA! Follow john mayer..he`s a pretty funny guy  I want to move to L.A .... it`s so much more fun!,it`s so much more fun!,positive
 Don`t leave forever! We`ll miss you too much,Don`t leave forever! We`ll miss you too much,negative
 now Eating and meeting at the same time sigh well well I want to start work out too but will have to wait move to my new house,now Eating and meeting at the same time sigh well well I want to start work out too but will have to wait move to my new house,neutral
 Me too.  Wonder if Mnet will show it...,Me too.  Wonder if Mnet will show it...,neutral
"_ I hope filming is going well  I`m new to the whole 'Twilight phenomenon', they couldn`t have picked a better 'vampire'!","_ I hope filming is going well  I`m new to the whole 'Twilight phenomenon', they couldn`t have picked a better 'vampire'!",neutral
" its a hott tuuneee,","its a hott tuuneee,",neutral
  oh hi terri good now what about you? any good gossip,oh hi terri good now what about you? any good gossip,positive
Breaking the daily build broke my daily plan as well,broke,negative
" Should be drank with sugar and milk, not coffee. You have coffee on my brain.","Should be drank with sugar and milk, not coffee. You have coffee on my brain.",neutral
" I`m there all weekend, expecting it to be way too hot","I`m there all weekend, expecting it to be way too hot",neutral
why does my body decide NOW is a good time to wake up every morning at 8?! Maybe Dean will wait for me in my dreams...,good,positive
Got up early did a **** ton now im headed to cherokee park to run  and walk !,Got up early did a **** ton now im headed to cherokee park to run  and walk !,neutral
Not actually managed to purchase anything from the ovi store yet. Constant server error on check out,Not actually managed to purchase anything from the ovi store yet. Constant server error on check out,neutral
Come join the fun as I through out the first pitch at the Legends game... May 16th @ 7 pm!   http://tinyurl.com/6nkpuz,Come join the fun as I through out the first pitch at the Legends game... May 16th @ 7 pm!   http://tinyurl.com/6nkpuz,neutral
 Defeated by a Polo,Defeated,negative
Why doesn`t McDonald`s make PINEAPPLE pies?,Why doesn`t McDonald`s make PINEAPPLE pies?,neutral
"has spent the last two weeks attempting to grow a beard (from scratch), but fears it may look a bit rubbish...  http://twitpic.com/66tyb",rubbish..,negative
 your welcome,your welcome,neutral
" i do i do, i feel absoulutley fine",fine,positive
really wants a puppy...,really wants a puppy...,neutral
its raining,its raining,neutral
" they are all over one is a fan with a vip and the other one is the winner of the twisted vid  het si weer eens raar gelopen, chaos",winner,positive
Ok hubby really isnt going to be logging off anytime soon  what to do what to do?,Ok hubby really isnt going to be logging off anytime soon  what to do what to do?,neutral
first time,first time,neutral
How Do You Sleep - Jesse McCartney,How Do You Sleep - Jesse McCartney,neutral
if you cant hide the tweetie icon why not change it   http://twitpic.com/4j92o,if you cant hide the tweetie icon why not change it,neutral
"Jason Mraz is still serenading me, while I read 'Judicial Supervision of Executive Action in the Commonwealth Caribbean'.  BBL!",serenading,positive
 then i kill Bradies gf and have Bradie,kill,negative
 I knew my mom loved flowers and she loves the Rieger Begonia so... hanging basket seemed perfect,I knew my mom loved flowers and she loves the Rieger Begonia so... hanging basket seemed perfect,positive
Happy Mothers day  <3,Happy,positive
"Yep, this is about as 'boonies' as it gets, if you look at the map   In transition. Gotta find a place and a job. - http://bkite.com/07kjR","Yep, this is about as 'boonies' as it gets, if you look at the map   In transition. Gotta find a place and a job. - http://bkite.com/07kjR",neutral
 Why aren`t you coming to Montreal?,Why aren`t you coming to Montreal?,neutral
 yeah,yeah,neutral
learning for school now ...,learning for school now ...,neutral
Goodnight!  Happy Mothers Day!,Happy,positive
 You better believe it!   and I wouldn`t miss it for the world!,nd I wouldn`t miss it for the world,positive
end of work... Thank God! I accomplished a number of things...  http://plurk.com/p/rpaag,Thank God!,positive
 D= indeed,D= indeed,neutral
_Anderson your tweets were awesome  **** the heat. That`s what dencorub is for,_Anderson your tweets were awesome  **** the heat. That`s what dencorub is for,neutral
 I really like pink after I saw her live while in the new T-MOBILE Advert,really like,positive
going to london,going to london,neutral
 Will do - promise - thanks,#NAME?,positive
I wanna go shopping!! I don`t get paid till next week!!,I wanna go shopping!! I don`t get paid till next week!!,neutral
Its a Bank Holiday!..... If you`re happy and you know it CLAP YOUR HANDS!,happy,positive
 aw man im sorry! I have logical reasoning I promise! I had to study in order to tutor my new student! 4give me,sorry!,negative
 i`ve been up most of what normal ppl consider the night.  no problem going to sleep but nightmares been waking me up.,i`ve been up most of what normal ppl consider the night.  no problem going to sleep but nightmares been waking me up.,neutral
"Oh, ouch. That hurt.  **** washing machine is out to get me!  <.<    >.>",hurt.,negative
"  My day was good!  Spent the day catching up on sleep, relaxing.. kind of a lazy day! hehe. oooo shopping! How did you resist?","My day was good!  Spent the day catching up on sleep, relaxing.. kind of a lazy day! hehe. oooo shopping",neutral
" you`re welcome char, glad you liked the cake, it`s pretty simple you should give it a try",welcome,positive
 Were you going to come? The venue said that they couldn`t afford to open so cancelled it. I wish we were there now!,. I wish we were there now!,negative
wide awake ready for the big shopping trip! hope I get tones of sweet dealz and lots of fancy clothes,hope I get tones of sweet dealz and lots of fancy clothes,positive
Thank you guts for 360 followers! It means a lot!,Thank you,positive
why does everyone sing playback at the Comet,why does everyone sing playback at the Comet,neutral
" You got it! YAAAY!!! I was really worried your phone wouldn`t fit, so glad it does!  Happy Mother`s Day, lol!",YAAAY!,positive
"  I could go for some Lulu`s or Slanted Door right about now.  Tomorrow is the Farmer`s Market, right?","I could go for some Lulu`s or Slanted Door right about now.  Tomorrow is the Farmer`s Market, right?",neutral
Whoever u are and wherever u go always remember where u come from,Whoever u are and wherever u go always remember where u come from,neutral
 WHY DIDNT I SEE YOU?,WHY DIDNT I SEE YOU?,neutral
" hehe indeed it is, I actually nearly changed my bio to just `Don`t Panic` but I wanted to keep in the #freehugs","hehe indeed it is, I actually nearly changed my bio to just `Don`t Panic` but I wanted to keep in the #freehugs",neutral
Twitter criado.,Twitter criado.,neutral
"it might be sunny today, but alas, new product must make it to Etsy!","it might be sunny today, but alas, new product must make it to Etsy!",neutral
" that is awesome!  spent the day studyin, chillin a lil b4 goin to bed, its slowly gettin colder in Paraguay, winter is comin",that is awesome!,positive
_Bailon talk with your HIPS,talk with your HIPS,neutral
I miss the seniors already,I miss the seniors already,negative
bout 2 watch a movie nd drink wit martin nd leslie,bout 2 watch a movie nd drink wit martin nd leslie,neutral
still no eat. still in office. and now i get sick throat 3 days before i leave for an air condition throat killing tour bus,sick,negative
  really?! Ur getting rid of it! That`s sad,! That`s sad,negative
What? But....but...the Nurburgring...  why is it so good? http://tinyurl.com/krcamp,so good?,positive
 I sound really Brummie lol but most of all I just hate looking at myself!,I sound really Brummie lol but most of all I just hate looking at myself!,negative
_AliceV No  None in the house and I`m not sure i should drive to the coffee stand. It`s worse than I thought it would be.,. It`s worse than I thought it would be.,negative
Off to take a math quiz...on a friday....booo,Off to take a math quiz...on a friday....booo,neutral
 anything  bookmark - keychain - surprise me,#NAME?,positive
() Gonna watch JT on SNL tonight - not a fan of his music but think he`s hilarious! `**** in my Pants` - WAY too funny,not a fan of his music but think he`s hilarious! `**** in my Pants` - WAY too funny,negative
Anyone want my chocolate nutella mochi? Its just gonna go to waste,Anyone want my chocolate nutella mochi? Its just gonna go to waste,neutral
 i live in manchester england but still have never been to london,i live in manchester england but still have never been to london,neutral
_DIG up late again I see?  You missed a great time at Donny`s birthday... remember to call him on Monday!,late again I see?  You missed a great time at Donny`s birthday... remember to call him on Monday!,neutral
may the 4th be with you! HAPPY STAR WARS DAY!,HAPPY,positive
"****...Ive gotten so much packed up already lmao, well little **** anyway. Either way, I have a good start","****...Ive gotten so much packed up already lmao, well little **** anyway. Either way, I have a good start",neutral
"angry, sad, happy, excited, i hate how my moods change  right now i am immensely sad =\",immensely sad =\,negative
Bom dia! Good Morning! Guten Morgen! I am returning to Twitter!,Good Morning!,positive
"bummer, my phone gets disconnected. on the weekend of my birthday. darn </3",disconnected.,negative
 Yay! I am not the only Eurovision fan on twitter  #eurovision2009,n fan,positive
 well then close your pretty eyes and count boring sheep  you`ll be sleeping in no time,well then close your pretty eyes and count boring sheep  you`ll be sleeping in no time,neutral
why do i think i have to take medicine cuz i was laughing to hard?. my head should not be in this much pain. i thought laughter was gud,why do i think i have to take medicine cuz i was laughing to hard?. my head should not be in this much pain. i thought laughter was gud,neutral
Today I wrote two songs (one for temple which I will probably never perform ever) and one for mothers day. Happy vesak everyone  rena xoxo,Happy ve,positive
"maybe someday. i lova ya, friends!! my computer sucks  listening to coldplay<3 tomorrow meet my bbff","maybe someday. i lova ya, friends!! my computer sucks  listening to coldplay<3 tomorrow meet my bbff",neutral
"It`s called communifuckingcation.....learn it, know it, do it. These stupid **** people!",These stupid **** people!,negative
 Makes me wish I had dogs instead of cats!,Makes me wish,negative
_ai_08  Yeah hopefully but if not then maybe  i can save up and get it for christmas .. we will find out,hopefully,positive
"just woke up still in bed  sundays r the ****, its the do nothing day of the week","just woke up still in bed  sundays r the ****, its the do nothing day of the week",neutral
 - I think  did an amazing presentation about the whole 'keeping review items' and tax thing at BlogHer `08  She`s awesome!,n amazing,positive
 me and Arlando are totally done. I havn`e talked to him in a LONG time!Now I just have to find a `worth while` man...,me and Arlando are totally done. I havn`e talked to him in a LONG time!Now I just have to find a `worth while` man...,neutral
 HELLO friend!! Welcome to Twitter!!,Welcome,positive
Eating pringles at nearly 1 AM really reminds me  of touring with the Jonas Brothers (don`t ask).......I miss that so much....,.I miss that so much.,negative
i don`t like being sick when the guidance counsellor is supposed to take me + 35 other kids out of school for bowling & pizza,i don`t like being sick,negative
Forced to eat red hotdogs coz I`m starving and there`s nothing else for breakfast. Ick.,starving,negative
"Played D&D on the bank holiday - was nice, got many XP  And killed a blob. Actually, two, though the 2nd had tentacles.","was nice,",positive
"traveling alone makes i meet new people,new circle ..strangers become friends",friends,positive
 Then you might enjoy this one too  http://tinyurl.com/ygcp3f,t enjoy,positive
"_x Hey 'Cameron', I know it was amazing and I have sunburn too  So my mum isn`t happy,, . & my throat kills . . Still <3 it","_x Hey 'Cameron', I know it was amazing and I have sunburn too  So my mum isn`t happy,, . & my throat kills . . Still <3 it",neutral
Just got home from another amazing night,Just got home from another amazing night,positive
"_x when my brother is 18, i will have moved!","_x when my brother is 18, i will have moved!",neutral
"I`m uploading some videos to youtube, will give link once I get more loaded. Variety from my daily life, not amazing but fun to watch","I`m uploading some videos to youtube, will give link once I get more loaded. Variety from my daily life, not amazing but fun to watch",neutral
Eww town fair tire smells horrible. Its making me sick,horrible.,negative
"W4M: No clever headline, Sorry  (Salt Lake City) 29yr http://tinyurl.com/mpoghc","No clever headline, Sorry",negative
Happy Mother`s Day :] I lovee you mami,Happy,positive
"fire and rain by james taylor fits the style i need for my SA audition perfectly, but i can`t find a karaoke track in a high enough key",but i can`t find a karaoke track in a high enough key,negative
excited how the jon does will do today  Good luck guys ;),excited,positive
Ouch!!... Stomachace.... I ate a lot...,Stomachace...,negative
 no I was too slow  I hate getting the trailhead then not getting in.,I hate getting the trailhead,negative
  gutted i miss that! the one night i try 2 leave early  lol! friends visitin were tired haha!,re tire,negative
Oh dear  #bgt,Oh dear  #bgt,neutral
made a new youtube background in photoshop!  http://bit.ly/AWwzn thanks to ,thanks,positive
wish i can be with her every day,wish i can be with her every day,neutral
must be time to go home - yes indeedy,must be time to go home - yes indeedy,neutral
Where is Teng?,Where is Teng?,neutral
 hey! chutti was very tiring.. and have to travel again tomo  how was your Friday?,tiring.,negative
 http://twitpic.com/2aa0m - So this is where you`re getting the $$$ for the island,http://twitpic.com/2aa0m - So this is where you`re getting the $$$ for the island,neutral
" Well yeah, the hormone things basically a given  thought he had misbehaved specifically to upset your mom and you.",t he had misbehaved specifically to upset your mom and you.,negative
grr...everytime he gets a new girlfriend..I`m at the bottom of the totem pole,I`m at the bottom of the totem pole,negative
_ oh i read that,_ oh i read that,neutral
" It`s simple for those who know how to use it hahaa, i`m glad you`re okay  **** x",glad,positive
_Cat  we all know and yes dont remind me im so effin jealous  **** aust some times,jealous,negative
 Yeah same,Yeah same,neutral
Doesn`t have to go to work tomorrow! Good times! Revision though,Good,positive
super bored on a friday night,super bored,negative
feels very very sick  hmph.,sick,negative
"@ 102.7 KIIS-FM hey, I can`t seems to get ryan`s show online, what`s not right then?","@ 102.7 KIIS-FM hey, I can`t seems to get ryan`s show online, what`s not right then?",neutral
"I worked more today than I did yesterday, but my time card says that I worked the same....  oh well... Hello weekend!","I worked more today than I did yesterday, but my time card says that I worked the same....  oh well... Hello weekend!",neutral
"My guitar ain`t herew yet?, feel like i lost a limb!.",feel like i lost a limb!.,negative
not having a good day..one bad thing after another,not having a good day..one bad thing after another,negative
had a horrible sleep + in a rather bad mood,in a rather bad mood,negative
it`s pretty cold outside  today i got another exam...,it`s pretty cold outside  today i got another exam...,neutral
 when in doubt go with the instincts.,when in doubt go with the instincts.,neutral
 Cavs has the easier route than Denver.,easier route,positive
"Good afternoon all. Sorted technical glitch. A rainy BH monday so a lazy day, then daughters and their menfolk round for a roast dinner",Good afternoon all. Sorted technical glitch.,positive
Running errands with my little man. Maybe he won`t act like a 3 year old today.,Running errands with my little man. Maybe he won`t act like a 3 year old today.,neutral
 http://twitpic.com/4jg09 - looks exactly like I do when I get that GH guitar in my hand,http://twitpic.com/4jg09 - looks exactly like I do when I get that GH guitar in my hand,neutral
why nobody write with me ? !,why nobody write with me ? !,neutral
Why am I posting so late? Just got back from seeing Star Trek. It was so awesome,It was so awesome,positive
Off to school so tired didnt hear the 10 texts i had last night lol !! Still tired but i love Jesus Christ,Off to school so tired didnt hear the 10 texts i had last night lol !! Still tired but i love Jesus Christ,neutral
